ID,Name,Capital,Buy Motivation,Resell Motivation,Loyalty,KrpytoLove,Daytime,Musicians Per Session,Credit History,NFT Wallet,
3389885,Kata Klotz B.A.,9917.46,0.00182016,0.00295963,0.0966113,0,23,24,-4.4 -12.1 -17.6 -12.1 -12.1 -9.9 -9.9 -9.9 -6.6 -6.6 ,10: 2689535 6569527 5732991 3840438 7050808 6663914 1074482 3776308 3764445 8172805 ,
4713783,Konstanze Hermann,9919.74,0.00108679,0.00383942,0.0795457,1,18,16,-10 -15 -10 -13 -8 -7 ,6: 4186901 4503340 8945175 6357799 6088511 5210887 ,
1271366,Tülay Mude,9705.06,0.00598295,0.0027143,0.0375143,0,10,5,-12.1 -12.1 -15.4 -11 -6.6 -17.6 -11 -11 -14.3 -6.6 -15.4 -12.1 -5.5 -9.9 -6.6 -11 -12.1 -4.4 -3.3 -8.8 -12.1 -15.4 -23.1 -11 -7.7 -6.6 -2.2 -4.4 ,28: 5093888 8777977 3163782 3234337 6718790 9653175 3956309 7103953 1728249 3936098 1704833 8025341 1457856 2326836 7219930 8379931 2327627 4405322 8311643 1656775 6945060 4176042 8800563 7154273 4572672 1012373 5462743 1111072 ,
2068014,Herr Heinz-Willi Kusch,9708.91,0.00505701,0.00623518,0.158718,0,13,17,-9.9 -20.9 -11 -5.5 -14.3 -9.9 -12.1 -11 -3.3 -2.2 -9.9 -12.1 -12.1 -15.4 -14.3 -8.8 -7.7 -11 -8.8 -18.7 -5.5 -14.3 -0 -20.9 -6.6 -16.5 -9.9 -15.4 ,28: 2783303 1818936 7194705 3777747 8185116 5857779 6077939 9072524 1727399 8496203 1399375 3056115 2605846 5556783 3031152 3990853 9683856 1090343 5378142 8225377 2673761 1142716 1927219 4580496 3407773 6389974 1862591 8688295 ,
9287868,Maria-Theresia Hornig,9639.19,0.00746575,0.00563567,0.0830016,1,12,19,-8 -16 -10 -11 -11 -9 -25 -9 -19 -2 -11 -11 -9 -10 -18 -9 -7 -8 -8 -18 -9 -2 -16 -18 -8 -8 -13 -9 -9 -16 -2 -3 -3 ,33: 6316917 8974308 7435430 2156262 7806452 7994727 7129594 2909196 2434516 5916551 6339599 4975303 4324935 5110669 5035954 3798116 2150406 6562477 7857924 7344763 2013053 1225496 5130621 8579811 7261790 4554938 1278412 3158642 9545074 3664295 1002142 3234865 6309075 ,
8780515,Hedi Riehl,9752.44,0.00579639,0.00717338,0.159085,1,19,25,-16 -11 -7 -9 -13 -9 -12 -14 -13 -16 -12 -13 -5 -5 -5 -6 -13 -11 -6 -8 -12 -11 -11 -2 ,24: 6091941 1356841 4811568 8149836 4856806 9737611 1739733 6134903 7459241 2269495 5895632 6290636 2583005 1096544 9708235 2071371 9310837 6426167 1857947 5163508 8257063 3178762 8086025 5294489 ,
4499667,Friedhilde Krebs,9779.22,0.0050674,0.004348,0.108611,0,20,11,-22 -8.8 -15.4 -5.5 -4.4 -5.5 -27.5 -20.9 -8.8 -3.3 -12.1 -0 -16.5 -8.8 -5.5 -0 -5.5 -6.6 -6.6 -13.2 -8.8 -3.3 -5.5 -15.4 ,24: 4844593 5273653 2909393 9835474 5326012 9239897 9070746 1753518 7035310 7564531 9835867 1335027 3053470 2740738 2739204 4614409 7194699 4139012 2150820 1711903 5850071 8384353 6875812 7023623 ,
5379159,Silja Klapp-Meister,9582.76,0.00609977,0.00267785,0.0554741,0,17,9,-7.7 -20.9 -14.3 -11 -12.1 -11 -9.9 -0 -20.9 -9.9 -11 -15.4 -7.7 -16.5 -12.1 -15.4 -13.2 -11 -17.6 -6.6 -22 -5.5 -8.8 -6.6 -13.2 -7.7 -8.8 -8.8 -14.3 -14.3 -11 -16.5 -2.2 -14.3 -11 ,35: 2503161 1780838 8619554 8290643 6795605 8215558 7440764 2942984 7021691 6327477 5337771 2639537 2440984 7842359 3837354 4275866 3604936 4179488 3853781 1245664 5019640 1245362 1306118 2366921 9827039 8548380 8462387 6863279 2996413 1382241 3527666 6577962 6678986 3474189 2504366 ,
8156987,Edwin Eberhardt,9604,0.00504496,0.00299038,0.111808,0,15,9,-8.8 -9.9 -22 -17.6 -8.8 -6.6 -9.9 -15.4 -4.4 -13.2 -19.8 -22 -9.9 -9.9 -27.5 -18.7 -9.9 -20.9 -15.4 -6.6 -5.5 -9.9 -8.8 -16.5 -6.6 -9.9 -4.4 -16.5 -13.2 -6.6 -14.3 -7.7 ,32: 3974845 4889546 8415495 3169053 9279559 7740451 4218658 4150637 4656876 1654422 3898984 1380704 4844059 4148657 6280053 6423045 4670074 4199638 2160533 8248717 5408505 4661848 2973060 9492991 8173230 8106576 1036963 1578279 5936449 4726340 5937763 7063738 ,
4946913,Hans Georg Stolze,9729.67,0.00478206,0.00772675,0.0484752,1,7,11,-5 -3 -2 -7 -16 -8 -4 -6 -2 -11 -16 -14 -6 -19 -14 -11 -14 -8 -15 -9 -13 -7 -9 -6 -14 -7 -15 -13 ,28: 6360275 7088184 4176141 2898180 1094865 3946932 6892568 9443504 5922561 8117588 2209222 1997292 7997434 4106648 5300061 9461704 4629800 4974191 8166285 7877255 2346747 3328453 9037810 7629540 1038746 4223320 5442682 4920261 ,
5074231,Friedrich-Wilhelm Hahn B.A.,9953.57,0.000988576,0.00918577,0.0276768,0,8,9,-12.1 -14.3 -8.8 -7.7 -22 -7.7 ,6: 5071941 2302953 8768721 3449068 3152536 1266345 ,
7869533,Siegrid Döring B.Eng.,9869.04,0.00481358,0.00460037,0.0488278,1,14,17,-5 -4 -1 -3 -5 -9 -10 -7 -15 -12 -8 -7 -5 -10 -12 ,15: 5303126 9377688 5343438 4801743 7147152 2861349 3981870 5874951 2334296 1104103 1238119 5152650 2662163 6039591 8945379 ,
4419097,Silva Wilms,9927.59,0.000952024,0.00468712,0.105403,1,16,27,-12 -13 -16 -16 -6 -4 ,6: 4607720 3303066 8635596 3854081 7405234 9743663 ,
9902001,Jutta Schönland-Reuter,9721.08,0.00559983,0.00358822,0.0714996,1,18,16,-19 -4 -9 -12 -14 -19 -9 -13 -19 -7 -4 -11 -11 -9 -12 -4 -8 -4 -10 -10 -14 -14 -8 -7 -3 -5 -12 -12 ,28: 8994782 1425795 3958305 1764204 8543692 4456056 1920959 5991446 4317277 5552589 9086942 2838488 7950139 1769003 6571619 9042907 8998096 7469483 5878447 1727953 8314158 5387776 7553375 1178115 9990308 3450650 4724102 4506918 ,
9047724,Hedi Riehl,9682.35,0.00492171,0.00287737,0.0983967,1,12,20,-13 -12 -8 -19 -10 -6 -17 -6 -14 -8 -6 -18 -13 -10 -6 -7 -8 -4 -17 -9 -15 -9 -18 -19 -10 -11 -3 -6 ,28: 5401421 4397249 8217728 5272477 9258879 1857018 8753818 2185115 5374214 3926861 7836280 6587731 2865363 2312244 7579591 2647352 6001848 7039784 3875187 9104033 7414408 9460484 2222055 7565232 3950029 9235814 5281684 3690025 ,
6105358,Hans-Otto Dehmel-Martin,9806.97,0.00323804,0.00478128,0.0173154,0,20,23,-20.9 -7.7 -4.4 -14.3 -11 -15.4 -3.3 -3.3 -5.5 -15.4 -5.5 -19.8 -9.9 -9.9 -8.8 -9.9 -11 -17.6 -5.5 ,19: 7575287 6810023 6249885 7133705 1583707 1934159 7377136 7103959 3422483 3852657 9467429 5026342 4719873 2704250 7282415 8387502 4363910 3699518 2065389 ,
3208819,Marit Wagner-Rohleder,9975.56,0.00177153,0.00222298,0.178459,0,19,39,-20.9 -9.9 -13.2 -1.1 ,4: 9948944 9699036 5336292 7242382 ,
6468849,Ben Metz MBA.,9772.95,0.00529208,0.00331674,0.104209,0,8,32,-8.8 -12.1 -6.6 -5.5 -3.3 -7.7 -17.6 -9.9 -8.8 -6.6 -20.9 -14.3 -4.4 -17.6 -11 -6.6 -14.3 -9.9 -15.4 -2.2 -13.2 ,21: 6856339 3269747 8349588 9494425 5869497 3974149 6923820 7629985 4578817 6177659 6748825 5421113 2878019 9684357 7322720 1731153 1350277 2498809 7984940 6023770 1345157 ,
5407463,Darko Wohlgemut-Kühnert,9600.03,0.00828432,0.00778777,0.0444761,1,22,21,-16 -10 -14 -2 -10 -2 -7 -9 -8 -2 -7 -3 -12 -4 -6 -10 -9 -12 -2 -16 -11 -16 -16 -6 -7 -11 -10 -25 -8 -4 -16 -13 -11 -10 -8 -10 -2 -6 -6 -14 -8 -9 -13 -11 -3 -8 ,46: 7402521 1482584 7304711 8392942 9353781 7561401 3088427 7004048 1986504 5112584 6115874 8760647 9695778 6200066 5429214 5254170 1360346 8752726 2399884 1609586 8874904 9629971 5243447 4927908 4337585 6381763 2852478 8955252 1271039 7673062 1271126 5074636 7897604 1482954 5455444 6430838 9575960 4432085 8014335 5437807 5872086 9462261 2992075 2094270 5034145 7735047 ,
6119219,Alfred Ritter,9927.54,0.00127828,0.00682765,0.042599,1,21,14,-5 -11 -6 -8 -8 -14 -9 ,7: 8640673 3396030 5257436 7631756 3819800 8907037 5178493 ,
4861667,Laurenz Henk,9889.04,0.00164647,0.00521179,0.159333,0,19,31,-2.2 -5.5 -5.5 -11 -20.9 -7.7 -9.9 -4.4 -19.8 -13.2 -16.5 -8.8 ,12: 4014416 2890748 9256108 8308726 1562960 3769014 9336280 7526799 2502199 3690810 2640956 6193090 ,
8171877,Janina Winkler,9905.93,0.00103648,0.00750349,0.0684442,0,8,31,-12.1 -9.9 -19.8 -5.5 -15.4 -17.6 -11 ,7: 1708607 2263613 5089638 4605102 3850678 2777295 1271128 ,
7051183,Hermann-Josef Kruschwitz-Hecker,9583.49,0.00632708,0.00190167,0.14949,0,18,10,-9.9 -8.8 -14.3 -11 -8.8 -6.6 -8.8 -6.6 -6.6 -8.8 -5.5 -14.3 -14.3 -9.9 -18.7 -13.2 -20.9 -15.4 -7.7 -17.6 -16.5 -8.8 -17.6 -15.4 -12.1 -3.3 -20.9 -8.8 -4.4 -8.8 -17.6 -14.3 -5.5 -14.3 -20.9 ,35: 9323088 1025171 4597738 4313803 5241295 2561967 2728816 1723813 6710424 3589167 5810646 2482966 8316266 2073267 1512856 5366123 3018535 1668814 5443417 2589911 2452591 5933881 8398916 6952353 4981625 7236310 8504419 4180102 8082550 3049991 6716027 2342894 2895366 2808061 2999079 ,
8180367,Andrey Vogt,9980.81,0.000257513,0.00703761,0.055391,1,22,15,-8 -19 ,2: 6007737 9698318 ,
4070103,Dipl.-Ing. Evamaria Mülichen B.Eng.,9528.65,0.00833355,0.00535636,0.0748469,1,20,2,-16 -5 -4 -10 -10 -14 -10 -5 -8 -17 -15 -4 -8 -0 -9 -9 -14 -18 -16 -4 -19 -16 -13 -19 -9 -15 -10 -8 -6 -9 -8 -6 -19 -19 -15 -9 -8 -3 -5 -2 -20 -14 -13 ,43: 8780979 3694249 3279520 5804940 6570569 5240092 1778349 6978762 4992511 8386830 6949149 4828766 2166237 1262947 7168849 9822374 7751964 7417457 3498669 7879680 9325475 5777780 9006689 4803842 9867086 5881219 6473293 1672602 7806609 9992065 8896546 1873757 5878446 1424481 9682269 1804528 5076223 8347639 4644688 9323683 5627894 8591651 3279208 ,
3805956,Dr. Remo Hamann,9965.61,0.000915521,0.00551481,0.0595693,1,7,20,-18 -9 -6 ,3: 6595952 2335399 5385358 ,
2266078,Alicia Graf,9737.78,0.00675464,0.00528373,0.0998804,1,16,36,-1 -15 -11 -15 -8 -14 -9 -10 -16 -6 -3 -0 -9 -12 -9 -11 -11 -1 -7 -14 -11 -13 -13 -13 -6 -6 -11 -6 -15 -2 -1 -19 ,32: 7486644 4617162 8500211 1094436 9454366 5162828 7732417 9906184 8355207 1081692 5047382 5013271 9237690 2998774 3041703 9879166 1107951 6561717 2145248 8179982 1889349 2706259 4038534 2248805 2969343 1009626 2712803 9725301 8716008 6969566 4287393 3293129 ,
2537901,Patrick Klapp,9888.97,0.00168987,0.00436227,0.117089,0,15,21,-14.3 -17.6 -3.3 -0 -8.8 -14.3 -22 -9.9 -20.9 -13.2 ,10: 7322189 2292328 4123972 4263251 5908881 5064057 9428848 2136262 2909493 9936151 ,
8617756,Sigurd Zirme,9836.48,0.00398116,0.0070297,0.0996607,1,17,12,-11 -8 -9 -8 -19 -4 -8 -13 -13 -5 -10 -6 -4 -6 -4 -11 -9 -9 ,18: 8321232 8904970 9129737 6446177 2870188 8239062 8368176 4199531 1711879 5513345 7637496 3494558 4049066 4731905 2159699 6656246 7163995 1931424 ,
3384765,Alida Bruder,9973.2,0.000651955,0.00114183,0.111107,1,14,13,-13 -0 -9 -6 ,4: 8925573 4261008 5405791 9531226 ,
4667770,Balthasar Säuberlich,9920.05,0.00145817,0.00719861,0.0299205,0,7,37,-5.5 -8.8 -9.9 -11 -8.8 -12.1 -15.4 -12.1 -5.5 -7.7 ,10: 6906454 1882230 6588131 2574480 1171121 8216618 8289804 6234859 3165400 9634980 ,
2265350,Denny Knappe,9794.3,0.00264892,0.00740386,0.0951598,1,19,3,-2 -13 -18 -15 -16 -8 -14 -9 -14 -8 -5 -9 -11 -8 -19 -4 -11 -16 ,18: 1542948 8580380 3841743 4413302 5739684 8805041 1769831 8995992 2862396 8798301 5278575 2845121 1035306 6858576 7702500 8313857 7375221 8174265 ,
6428565,Bernfried Paffrath,9708.21,0.00499169,0.00816698,0.0431438,0,15,4,-7.7 -4.4 -11 -20.9 -11 -5.5 -8.8 -4.4 -2.2 -6.6 -8.8 -5.5 -12.1 -12.1 -5.5 -16.5 -9.9 -12.1 -27.5 -12.1 -12.1 -14.3 -11 -5.5 -9.9 -9.9 -2.2 -9.9 ,28: 3800898 4981354 9843265 9485614 2100033 8828408 8035347 4587644 8204754 4497109 6348355 1066546 2303881 7688981 3117092 4619460 9124614 9841997 4270453 4890453 8454071 4292110 2860315 9405820 2163629 5840937 6031537 5695604 ,
8139503,Ruth Ortmann MBA.,9927.97,0.000980687,0.00378969,0.0694782,1,14,32,-8 -7 -6 -9 -16 -9 -6 -7 -19 -7 ,10: 8229163 1165694 3053281 5655758 6592177 2721470 4528887 2162065 3846007 5816987 ,
9395881,Herr Joerg Sorgatz,9799.75,0.00358393,0.00568817,0.14557,1,14,11,-25 -9 -11 -13 -4 -3 -9 -6 -5 -16 -14 -9 -12 -9 -6 -16 -9 -9 -11 -5 -14 ,21: 3484556 8563680 5731462 3482839 5342511 4802489 4206995 3504794 1818259 4774029 9929781 7371768 5501969 9655831 3818906 5621407 5026202 3936331 9990714 2190148 3946279 ,
6755428,Ing. Dan Löwer,9715.25,0.00576126,0.00444773,0.0788253,1,21,31,-11 -5 -16 -16 -5 -5 -14 -16 -10 -9 -3 -13 -9 -5 -14 -8 -5 -3 -9 -11 -8 -19 -9 -4 -2 -14 -5 ,27: 7624985 7052505 7020720 7854698 4626987 6115481 2412550 3687058 1843465 8580831 6078397 6712419 3550978 1645375 5520487 9569760 5488035 1320260 6083878 2803146 5323330 7975440 1246688 7798934 3627852 2289329 2446354 ,
6075231,Martha Gunpf-Stey,9826.01,0.00299977,0.00480621,0.0845354,1,22,23,-5 -19 -9 -12 -5 -14 -4 -9 -13 -20 -13 -12 -9 -10 -8 -11 ,16: 7397537 2241976 9195377 2227593 2450730 1914952 7627127 4548251 5371964 8709555 2833660 6688444 1763873 3536812 1399522 7810741 ,
3246140,Herr Micha Adler,9867.66,0.00153877,0.0034322,0.0809133,1,20,11,-20 -20 -13 -4 -12 -8 -4 -7 -10 -13 -9 ,11: 9044033 9136013 5858811 8568854 3724083 4319201 3223381 7843018 7376211 7968831 8105634 ,
6991505,Dipl.-Ing. Dagmar Mies,9660.99,0.00800841,0.00385514,0.13207,0,16,34,-14.3 -9.9 -6.6 -8.8 -15.4 -17.6 -0 -15.4 -11 -14.3 -12.1 -9.9 -11 -8.8 -8.8 -27.5 -8.8 -9.9 -2.2 -9.9 -12.1 -14.3 -5.5 -2.2 -9.9 -14.3 -5.5 -9.9 -9.9 -8.8 -8.8 -8.8 -8.8 ,33: 8699004 2188233 8847886 8055487 1039417 2620330 2164050 5748227 2904473 9853770 2916953 9308702 9763008 3969893 1620384 5869886 9206489 1491849 8680691 8296176 1408596 5279377 8852885 3200850 1360062 3352280 5774949 4200293 6343355 1101003 8284707 6464900 4950868 ,
6284608,Nikolaos Drewes,10012.7,7.18078e-05,0.00270751,0.130587,1,21,43,,0: ,
6948300,Liesa Säuberlich,9973.06,0.00110704,0.001791,0.174228,1,20,12,-9 ,1: 9054169 ,
8973816,Susana Holsten,9749.39,0.00480808,0.00743023,0.114587,0,16,22,-15.4 -6.6 -15.4 -12.1 -9.9 -17.6 -19.8 -1.1 -4.4 -6.6 -9.9 -15.4 -0 -9.9 -3.3 -12.1 -6.6 -9.9 -8.8 -6.6 -14.3 -6.6 -3.3 -6.6 -11 -11 ,26: 5334843 3428797 9276634 2618128 9107729 6683286 9263789 5738180 2931646 7088516 9810522 9996921 9555528 4973738 6484185 2478176 3709205 1215285 4181118 4636474 4965766 4973715 1605267 3703586 2012720 8675904 ,
3654936,Univ.Prof. Edith Süßebier B.A.,9869.27,0.00261684,0.00309361,0.0598794,0,14,10,-11 -4.4 -20.9 -8.8 -6.6 -8.8 -16.5 -5.5 -12.1 -7.7 -16.5 -6.6 -9.9 -16.5 ,14: 7481722 2190100 1765669 3072264 1879812 7156584 6663457 3026319 4725886 6314058 2821941 8142827 6126398 4776200 ,
4492911,Ing. Sarah Paffrath B.A.,9864.68,0.00354115,0.00791531,0.0197686,1,9,27,-8 -19 -19 -12 -6 -13 -8 -11 -13 -5 -16 -0 -8 ,13: 2023198 2931428 3771484 1210846 6920781 9878961 9314829 2113446 9221862 2907333 6792799 3626870 6062819 ,
3834903,Natalija Mentzel-Rose,9999.55,5.9825e-05,0.00805824,0.135247,0,13,1,,0: ,
7051313,Boris Trubin,9747.41,0.00679431,0.00536547,0.074821,0,11,4,-14.3 -13.2 -6.6 -7.7 -20.9 -17.6 -20.9 -12.1 -9.9 -19.8 -3.3 -5.5 -12.1 -6.6 -23.1 -15.4 -14.3 -7.7 -13.2 -1.1 -0 -7.7 -4.4 -5.5 -6.6 ,25: 6869804 1685715 2712869 8230697 8774824 7415966 3167249 1090877 7130686 9313095 1869124 6758156 5693660 6869038 3751191 6900859 9173713 1280750 5747344 8203484 9968936 2417215 3198228 3667082 8361074 ,
3914276,Jörgen Bender,9598.63,0.00725367,0.00449349,0.136945,1,12,18,-4 -13 -8 -12 -7 -9 -15 -4 -15 -8 -9 -5 -5 -8 -6 -10 -19 -11 -10 -9 -7 -13 -9 -9 -9 -19 -10 -19 -6 -8 -13 -4 -13 -9 -12 -19 -16 -13 -7 -6 -9 -6 ,42: 7890186 8942362 9872009 2477220 8327036 1442687 3682389 4146534 5810932 3369555 4652757 1279254 4182734 6917660 1491271 1089838 1544686 2839037 3825460 5407139 9719454 5069207 1946679 5382795 7143085 5169652 7261687 5704341 1044368 1253008 2689687 2762398 8622347 2087432 7556875 9448309 2658168 2947133 4217650 3197914 8475269 6046930 ,
8618663,Hans-Joachim Zänker B.Eng.,9965.61,0.0012969,0.00378884,0.101765,0,11,31,-7.7 -12.1 -5.5 ,3: 5421250 7840105 8470179 ,
5812969,Mareile Lachmann,9304.44,0.0107142,0.00634055,0.060863,1,16,44,-6 -13 -16 -8 -3 -9 -21 -3 -13 -15 -9 -6 -4 -20 -10 -16 -11 -10 -7 -6 -4 -9 -20 -3 -9 -19 -10 -9 -2 -19 -16 -5 -5 -9 -7 -12 -7 -9 -2 -6 -12 -7 -5 -9 -1 -5 -13 -4 -25 -18 -12 -9 -18 -12 -11 -13 -14 -9 -13 -8 -9 -15 -6 -5 ,64: 5981185 4120249 8369774 4849832 8872521 9158604 5087277 4569818 7152367 4514609 1643401 2253429 7308134 3476548 6766605 5174937 9343292 6542805 4097016 2885772 4193842 4377032 7280505 3039067 4232392 5664640 2633950 7729383 3089409 7062288 8551625 2990914 9506792 7453536 1636201 2852651 4361279 4338829 7060352 2837423 9995475 2311604 1185323 2118313 7428248 1832895 3297443 6123551 8843820 4791646 2608490 2381214 4963651 8815239 4992901 6510968 1174906 8716964 2686407 8635640 4004707 9739081 7478528 2963478 ,
1742484,Willy Kroker,9794.53,0.00376564,0.00463689,0.156381,0,15,32,-6.6 -7.7 -6.6 -16.5 -7.7 -9.9 -27.5 -8.8 -11 -12.1 -5.5 -6.6 -8.8 -13.2 -8.8 -9.9 -14.3 -9.9 -5.5 -14.3 -4.4 -4.4 ,22: 3840749 9276782 4225860 4437080 1540766 7202140 2750488 5355793 5103573 9706056 4304020 3989681 7039765 7125177 3579176 1089150 3029129 7842807 7285297 6438075 2674970 7722148 ,
7899674,Dorit Trubin B.A.,9238.58,0.011372,0.00432989,0.144351,0,8,32,-12.1 -8.8 -8.8 -27.5 -7.7 -22 -9.9 -9.9 -14.3 -5.5 -9.9 -15.4 -12.1 -11 -5.5 -5.5 -14.3 -6.6 -12.1 -4.4 -9.9 -14.3 -8.8 -6.6 -17.6 -19.8 -19.8 -4.4 -12.1 -17.6 -8.8 -13.2 -2.2 -11 -8.8 -15.4 -6.6 -13.2 -8.8 -9.9 -20.9 -12.1 -14.3 -5.5 -9.9 -3.3 -14.3 -1.1 -22 -7.7 -16.5 -16.5 -4.4 -15.4 -9.9 -15.4 -13.2 -8.8 -16.5 -7.7 -11 -9.9 -20.9 -20.9 -4.4 -20.9 -8.8 -1.1 -9.9 -16.5 ,70: 6980049 2920437 7791282 9261293 1136978 5652470 2314715 7632236 4410924 2796050 2915126 9302164 1246306 5045095 7553898 4001796 7265231 7819854 3470851 5876365 5502102 7996725 9602917 7862929 5671853 6982703 8472492 7662362 5184725 6659359 4806460 6927666 5862818 9632214 6796340 5699682 2674815 3510201 1957296 2515365 2363085 7368684 6073789 1728320 8497587 6121798 9926819 1655450 3792236 8248675 4321391 8851426 1887031 8336937 4673928 1112830 9274925 1971067 2662720 2074671 1296844 5668874 3734061 5497208 4126910 2797128 1988025 5705671 5997636 2106294 ,
