ID,Name,Capital,Buy Motivation,Resell Motivation,Loyalty,KrpytoLove,Daytime,Musicians Per Session,Credit History,NFT Wallet,
9047724,Hedi Riehl,9984.35,0.00492171,0.00287737,0.0983967,1,12,20,,0: ,
6105358,Hans-Otto Dehmel-Martin,10006.1,0.00323804,0.00478128,0.0173154,0,20,23,,0: ,
3208819,Marit Wagner-Rohleder,10020.7,0.00177153,0.00222298,0.178459,0,19,39,,0: ,
6468849,Ben Metz MBA.,9989.65,0.00529208,0.00331674,0.104209,0,8,32,,0: ,
5407463,Darko Wohlgemut-Kühnert,10023,0.00828432,0.00778777,0.0444761,1,22,21,,0: ,
6119219,Alfred Ritter,9988.54,0.00127828,0.00682765,0.042599,1,21,14,,0: ,
4861667,Laurenz Henk,10014.4,0.00164647,0.00521179,0.159333,0,19,31,,0: ,
8171877,Janina Winkler,9997.23,0.00103648,0.00750349,0.0684442,0,8,31,,0: ,
7051183,Hermann-Josef Kruschwitz-Hecker,10000.4,0.00632708,0.00190167,0.14949,0,18,10,,0: ,
8180367,Andrey Vogt,10007.8,0.000257513,0.00703761,0.055391,1,22,15,,0: ,
4070103,Dipl.-Ing. Evamaria Mülichen B.Eng.,9989.65,0.00833355,0.00535636,0.0748469,1,20,2,,0: ,
3805956,Dr. Remo Hamann,9998.61,0.000915521,0.00551481,0.0595693,1,7,20,,0: ,
2266078,Alicia Graf,10035.8,0.00675464,0.00528373,0.0998804,1,16,36,,0: ,
2537901,Patrick Klapp,10013.3,0.00168987,0.00436227,0.117089,0,15,21,,0: ,
8617756,Sigurd Zirme,9993.48,0.00398116,0.0070297,0.0996607,1,17,12,,0: ,
3384765,Alida Bruder,10001.2,0.000651955,0.00114183,0.111107,1,14,13,,0: ,
4667770,Balthasar Säuberlich,10016.9,0.00145817,0.00719861,0.0299205,0,7,37,,0: ,
2265350,Denny Knappe,9994.3,0.00264892,0.00740386,0.0951598,1,19,3,,0: ,
6428565,Bernfried Paffrath,9987.61,0.00499169,0.00816698,0.0431438,0,15,4,,0: ,
8139503,Ruth Ortmann MBA.,10022,0.000980687,0.00378969,0.0694782,1,14,32,,0: ,
9395881,Herr Joerg Sorgatz,10014.8,0.00358393,0.00568817,0.14557,1,14,11,,0: ,
6755428,Ing. Dan Löwer,9963.25,0.00576126,0.00444773,0.0788253,1,21,31,,0: ,
6075231,Martha Gunpf-Stey,9999.01,0.00299977,0.00480621,0.0845354,1,22,23,,0: ,
3246140,Herr Micha Adler,9987.66,0.00153877,0.0034322,0.0809133,1,20,11,,0: ,
6991505,Dipl.-Ing. Dagmar Mies,10002,0.00800841,0.00385514,0.13207,0,16,34,,0: ,
6284608,Nikolaos Drewes,10012.7,7.18078e-05,0.00270751,0.130587,1,21,43,,0: ,
6948300,Liesa Säuberlich,9982.06,0.00110704,0.001791,0.174228,1,20,12,,0: ,
8973816,Susana Holsten,9993.58,0.00480808,0.00743023,0.114587,0,16,22,,0: ,
3654936,Univ.Prof. Edith Süßebier B.A.,10021.1,0.00261684,0.00309361,0.0598794,0,14,10,,0: ,
4492911,Ing. Sarah Paffrath B.A.,10002.7,0.00354115,0.00791531,0.0197686,1,9,27,,0: ,
3834903,Natalija Mentzel-Rose,9999.55,5.9825e-05,0.00805824,0.135247,0,13,1,,0: ,
7051313,Boris Trubin,10016.9,0.00679431,0.00536547,0.074821,0,11,4,,0: ,
3914276,Jörgen Bender,10021.6,0.00725367,0.00449349,0.136945,1,12,18,,0: ,
8618663,Hans-Joachim Zänker B.Eng.,9990.91,0.0012969,0.00378884,0.101765,0,11,31,,0: ,
5812969,Mareile Lachmann,9945.44,0.0107142,0.00634055,0.060863,1,16,44,,0: ,
1742484,Willy Kroker,10014.5,0.00376564,0.00463689,0.156381,0,15,32,,0: ,
7899674,Dorit Trubin B.A.,10050.4,0.011372,0.00432989,0.144351,0,8,32,,0: ,
7628403,Univ.Prof. René Barkholz B.Sc.,10039.9,0.00757303,0.00659633,0.131426,1,15,33,,0: ,
6573968,Caroline Wirth B.Sc.,9975.73,0.00267508,0.0046066,0.0975253,0,2,4,,0: ,
5793646,Steve Drub MBA.,10008.1,0.0017458,0.00250712,0.085004,0,9,26,,0: ,
6131485,Dr. Luis Tröst B.A.,10006.9,0.00214472,0.00939715,0.0458128,1,15,11,,0: ,
1213868,Diether Otto,10006.4,0.00726135,0.00552339,0.10215,0,16,19,,0: ,
8377186,Ing. Jolanta Ruppert,9983.81,0.00380068,0.00683573,0.188458,1,19,23,,0: ,
4911623,Herr Hans Dieter Anders,10016.7,0.00388159,0.00429516,0.121462,0,8,24,,0: ,
1317538,Herr Ekkehart Ziegert B.A.,9978.62,0.00915846,0.00412859,0.129616,1,21,21,,0: ,
9446244,Boris Trubin,9963.9,0.00896141,0.00752416,0.134502,0,15,7,,0: ,
1578814,Ingried Drubin B.Sc.,10012.5,0.00681114,0.00211926,0.21046,1,20,22,,0: ,
7324834,Sören Geißler,9975.41,0.00468624,0.00552916,0.016475,0,12,22,,0: ,
7664930,Ingried Sauer,9995.52,0.0104246,0.00463069,0.0342722,0,17,18,,0: ,
5748323,Univ.Prof. Jochen Gutknecht B.Sc.,10011.3,0.00578972,0.00697277,0.0160413,1,18,32,,0: ,
7634881,Dipl.-Ing. Otto Gröttner,10005,0.00260359,0.00640637,0.11074,0,23,30,,0: ,
4200487,Darko Wohlgemut-Kühnert,10013.8,0.00387241,0.00491775,0.0555513,0,11,18,,0: ,
4107230,Margareta Weller,10018.7,0.000528972,0.00362105,0.0315867,1,15,11,,0: ,
1957534,Branka Jessel,10016.2,0.00472854,0.00393331,0.0620267,0,16,23,,0: ,
7813554,Dr. Remo Hamann,10006.2,0.00321504,0.00966762,0.131826,1,14,13,,0: ,
8067774,Gustav Oderwald,10027.4,0.00239324,0.00736629,0.0186002,0,19,22,,0: ,
5645277,Ayse Köhler,9986.41,9.45882e-07,0.00617549,0.148433,1,16,27,,0: ,
8343783,Torsten Schleich,10015.1,0.00311577,0.00264777,0.148317,0,17,25,,0: ,
8859279,Univ.Prof. Radmila Barth,9993.86,0.00027092,0.00699623,0.123088,0,19,13,,0: ,
8692149,Carlo Biggen B.Eng.,9992.75,0.00196349,0.00253699,0.0723958,0,19,26,,0: ,
7672498,Leonore Eigenwillig,10002,3.42748e-05,0.00779401,0.170966,0,16,32,,0: ,
9923569,Tomislav Boucsein,9989.02,0.00366946,0.00503254,0.147931,0,16,18,,0: ,
3446687,Prof. Emine Nette,9993.42,0.00204963,0.000414792,0.00131872,1,18,36,,0: ,
9903724,Swen Atzler,9984.26,0.00516046,0.00760825,0.124408,1,22,17,,0: ,
5265606,Sergio Paffrath,10013.5,0.00672235,0.00719541,0.0823038,1,8,12,,0: ,
7931019,Sigurd Zirme,9994.88,0.00519267,0.00112122,0.0419884,1,23,12,,0: ,
3896767,Damaris Becker,10020,0.000615302,0.0018003,0.0803394,0,18,24,,0: ,
1424091,Lieschen Schmidtke,10029.6,0.00601401,0.00286862,0.186976,1,4,19,,0: ,
7935550,Uta Hermann-Ritter,9982.02,0.0113096,0.00911757,0.0682237,1,14,24,,0: ,
1130649,Ing. Dan Löwer,9971.85,0.00571526,0.00804677,0.124414,0,17,29,,0: ,
5698916,Eckard Langern B.Eng.,9995.06,0.00773721,0.00562498,0.0419606,1,13,12,,0: ,
9740165,Burkard Seidel B.Sc.,10003.9,0.00138947,0.00401397,0.169996,0,17,11,,0: ,
7821168,Univ.Prof. Irena Davids,9996.32,0.00481596,0.00614123,0.0916879,1,12,23,,0: ,
6972593,Amalie Pruschke,9978.2,0.00973827,0.00649176,0.159875,0,18,27,,0: ,
6879100,Zlatko Caspar-Mosemann,9998.48,0.00325523,0.00612498,0.128614,0,8,23,,0: ,
3754517,Wendelin Krein,10007.5,0.000772773,0.0100017,0.153133,1,15,34,,0: ,
1721740,Herr Hans-Josef Barth,10001.1,0.00120577,0.00700727,0.0815431,0,19,24,,0: ,
7745122,Annita Radisch,9977.51,0.000925055,0.00694075,0.0248854,0,16,27,,0: ,
4625674,Constance Junk MBA.,10018.7,0.00354767,0.00274204,0.0940829,0,2,13,,0: ,
2839001,Stanislaus Kabus,10003.5,0.00122769,0.00275006,0.159241,0,12,28,,0: ,
5352405,Prof. Rudi Rädel,9982.74,0.0074252,0.00922442,0.118163,1,21,28,,0: ,
1516846,Olav Käster B.Sc.,9995.23,0.0042646,0.00363528,0.0782241,1,16,27,,0: ,
3134757,Gustav Oderwald,10026.1,0.00039172,0.00437977,0.145048,1,19,36,,0: ,
8067576,Constance Junk MBA.,9985.22,0.00700917,0.00928363,0.118759,0,14,19,,0: ,
8061186,Univ.Prof. René Barkholz B.Sc.,9995.98,0.00450211,0.00354876,0.158411,1,13,28,,0: ,
3106074,Patrick Klapp,10021.1,0.00476833,0.00490432,0.0203291,0,13,27,,0: ,
4052080,Lissi Ruppert,9988.46,0.000388087,0.00473074,0.107393,0,16,13,,0: ,
5309177,Kata Klotz B.A.,10018.8,0.00336389,0.00733417,0.0944806,1,10,37,,0: ,
7588541,Gustav Oderwald,10020.5,0.00486962,0.0087819,0.0636841,0,13,33,,0: ,
5474449,Ing. Philipp Barkholz,9987.66,0.00224476,0.0080259,0.0939939,1,18,3,,0: ,
4671422,Siegmund Mosemann,9999.79,0.008594,0.00394537,0.0989551,1,11,25,,0: ,
4039192,Janina Schäfer MBA.,9999.08,0.00192505,0.00161828,0.0327378,0,22,13,,0: ,
2588644,Michaela Drewes,9978.14,0.00256098,0.00554234,0.000898552,1,22,17,,0: ,
1375412,Edelgard Carsten,9996.91,0.00411388,0.0126381,0.169804,0,13,4,,0: ,
1039482,Dipl.-Ing. Evamaria Mülichen B.Eng.,9994.51,0.00211684,0.0038707,0.0589738,0,14,18,,0: ,
4615748,Wilfriede Misicher,9989.45,0.00611986,0.00744707,0.0293094,1,2,20,,0: ,
3035515,Arnold Heinrich,9986.63,0.00229604,0.00255791,0.0794794,1,14,14,,0: ,
5569546,Katharine Klapp-Hahn,10006.7,0.00176623,0.00295243,0.0981999,0,21,1,,0: ,
5491727,Heike Jähn,10025,0.00928894,0.00963424,0.0463094,1,11,14,,0: ,
9729532,Annita Radisch,9991.61,0.00214128,0.00286831,0.0175242,1,16,26,,0: ,
4068792,Prof. Alf Vogt,10026.3,0.00434414,0.00447001,0.0940819,0,15,6,,0: ,
9426112,Herr Ekkehart Ziegert B.A.,9998.52,0.00330326,0.00658755,0.127801,1,17,32,,0: ,
2461281,Ing. Dan Löwer,9986.1,0.0057605,0.0069329,0.140666,0,15,27,,0: ,
5032373,Ivo Hartung,10004.7,0.00132499,0.00395872,0.058896,0,16,27,,0: ,
4938162,Constanze Kambs B.A.,9985.23,0.00770684,0.00419725,0.159028,0,16,20,,0: ,
2467937,Aribert Trapp B.Eng.,10017,0.00260851,0.00534091,0.126693,0,0,13,,0: ,
5186268,Zlatko Caspar-Mosemann,10015.1,0.00687471,0.00380517,0.117396,0,13,21,,0: ,
1883279,Herr Ernst-August Wagenknecht,10031.4,0.000367058,0.00311898,0.136782,1,11,22,,0: ,
2864538,Hans Georg Stolze,10027.9,0.00186389,0.00818386,0.0842403,1,14,9,,0: ,
7199135,Prof. Ildiko Stahr,9994.36,0.00309635,0.00314214,0.0725844,1,13,13,,0: ,
3399435,Evangelos Löffler,10010.1,0.00662986,0.000865019,0.160338,0,16,15,,0: ,
3549530,Elfi Köster-Finke,10009.2,0.004248,0.00386891,0.132566,0,14,22,,0: ,
3404118,Silvio Bolnbach,10009.2,0.00132355,0.00302023,0.125018,1,18,24,,0: ,
8662850,Dr. German Hartung,10011.1,0.0105969,0.00952976,0.0596579,1,12,3,,0: ,
9370023,Wilfriede Misicher,9997.75,0.00117483,0.00818659,0.194071,1,7,22,,0: ,
1092835,Severin Klingelhöfer B.Sc.,10017.8,0.00216027,0.00408116,0.0748553,0,10,18,,0: ,
6133770,Frau Margarethe Täsche,9966.02,0.00604116,0.00724105,0.108925,1,14,28,,0: ,
3009797,Christiane Kaul,9987.03,0.00256625,0.00724592,0.12462,0,21,25,,0: ,
5396482,Virginia Etzler,10010.3,0.00200504,0.00547657,0.0307441,0,21,10,,0: ,
6166599,Bianca Lorch-Hentschel,10050.2,0.00621538,0.00409782,0.0873974,0,14,5,,0: ,
7371177,Dr. Remo Hamann,9987.93,0.00253895,0.00203297,0.133289,0,11,26,,0: ,
3483957,Claire Mülichen,10012.9,0.00229715,0.00371936,0.100312,1,16,25,,0: ,
5400634,Aleksandr Nerger,9972.68,5.34018e-05,0.00217523,0.05564,1,11,3,,0: ,
7802411,Univ.Prof. Susanna Staude,10007.7,0.00136297,0.00337203,0.0239715,0,23,16,,0: ,
4529247,Dr. German Hartung,9995.14,0.000320214,0.00496324,0.181655,1,20,24,,0: ,
1524018,Univ.Prof. Emmerich Wende,9980.34,0.000293578,0.00542609,0.192433,1,17,11,,0: ,
3644082,Ing. Claus-Dieter Sager,9974.69,0.000361428,0.00457024,0.112921,0,20,5,,0: ,
1819006,Damaris Becker,9985.9,0.00237251,0.0028377,0.0716473,0,17,25,,0: ,
8433115,Irena Huhn,10022.1,0.00679384,0.00722375,0.198641,1,18,17,,0: ,
5198119,Alexa Gorlitz,9983.31,0.00232236,0.00727058,0.0457653,1,20,25,,0: ,
5085856,Friedrich-Wilhelm Rädel,10022,0.000767473,0.00559669,0.0993504,1,20,22,,0: ,
7077895,Silva Wilms,9967.59,0.00817875,0.00811992,0.105556,1,10,1,,0: ,
6093745,Mathilde Anders,9973.86,0.00310308,0.00510834,0.0458972,1,10,8,,0: ,
6936751,Siegrid Döring B.Eng.,10019.3,0.00176057,0.00884865,0.142056,0,15,15,,0: ,
9953882,Gerd Löffler,9987.28,0.0024978,0.00232213,0.15476,0,18,29,,0: ,
8269602,Univ.Prof. René Barkholz B.Sc.,9994.25,0.000755674,0.00250308,0.0568355,0,20,27,,0: ,
2803430,Otfried Niemeier-Rosemann,10008.6,0.00166715,0.00379428,0.100441,1,12,28,,0: ,
3911629,Ben Metz MBA.,9989.61,0.00121629,0.00451818,0.0612962,1,21,23,,0: ,
9054458,Zlatko Caspar-Mosemann,9988.29,0.0118999,0.00620519,0.0379254,1,18,15,,0: ,
6038311,Ing. Philipp Barkholz,10016.3,0.000840489,0.00160616,0.0696565,0,13,18,,0: ,
4131936,Rüdiger Winkler,9980.16,0.00158741,0.00805282,0.0508181,0,13,4,,0: ,
1051655,Nick Fischer-Wilmsen,10010,0.00550184,0.00514833,0.156697,1,16,23,,0: ,
6641414,Nikolaos Drewes,9998.11,0.000784223,0.00627061,0.194457,0,15,9,,0: ,
6946772,Hedi Riehl,10006.1,0.00406366,0.00787032,0.142832,0,21,13,,0: ,
2959245,Patrick Klapp,10004.4,0.0101118,0.00141539,0.15352,0,15,18,,0: ,
1572790,Steve Drub MBA.,10012.8,0.00161671,0.00153001,0.128733,0,15,20,,0: ,
2199417,Claudius Zorbach,9994.28,0.00179511,0.00547816,0.18786,0,10,38,,0: ,
9670042,Louis Gröttner,9972.16,0.00919161,0.00500119,0.0825624,0,14,12,,0: ,
2944336,Prof. Gert Schenk,10000.4,0.00267197,0.00846304,0.13866,0,14,21,,0: ,
7243410,Dipl.-Ing. Ismail Kade MBA.,10023.5,0.00287063,0.00303552,0.156392,0,17,9,,0: ,
1173234,Harold Gorlitz-Bien,10012.2,0.00508521,0.00507486,0.151733,1,15,16,,0: ,
4508351,Evangelos Löffler,9981.46,0.00574711,0.00915114,0.140901,1,21,14,,0: ,
2679046,Louis Gröttner,9975.35,0.000697471,0.00500655,0.126678,1,21,38,,0: ,
8346531,Prof. Emine Nette,9950.6,0.0030018,0.00206587,0.118166,1,15,3,,0: ,
2455068,Univ.Prof. Irena Davids,10005.9,5.17398e-05,0.00370003,0.14544,1,20,27,,0: ,
4774307,Claudius Zorbach,10010.6,0.00312223,0.00402515,0.124362,0,9,22,,0: ,
2682065,Dipl.-Ing. Catherine Ullmann,10006,0.00029711,0.012515,0.0306781,0,0,5,,0: ,
7829821,Hans-Otto Dehmel-Martin,10027.8,0.00223806,0.00432005,0.104123,0,18,21,,0: ,
5830425,Lieselotte Warmer,10012.9,0.000215995,0.00396731,0.0889972,1,11,29,,0: ,
5751410,Diether Otto,9998.31,0.00644695,0.00328228,0.100251,0,21,25,,0: ,
4018692,Sergio Paffrath,9982.84,0.000362599,0.00308836,0.126337,1,17,34,,0: ,
5335236,Claudius Zorbach,9982.13,0.00181859,0.00463259,0.0881516,1,17,12,,0: ,
8079387,Hans Josef Förster,10025.8,0.0025461,0.00488238,0.10005,1,14,26,,0: ,
5388376,Prof. Lorenzo Werner,10015.3,0.00184059,0.00606423,0.130967,1,20,23,,0: ,
7674718,Martha Gunpf-Stey,10001,0.00462846,0.00648167,0.0812296,1,17,25,,0: ,
3448604,Rudolf Rosenow,9990.6,0.00204217,0.00365847,0.103508,0,14,4,,0: ,
7507579,Sergio Paffrath,10012.5,0.00868154,0.00414864,0.0404789,0,12,23,,0: ,
4491438,Ing. Canan Sontag,10014.8,0.00620043,0.00570425,0.0969452,0,21,15,,0: ,
4262862,Univ.Prof. Irena Davids,10039.2,0.00127264,0.00768331,0.134564,0,13,26,,0: ,
2380610,Mechtild Müller MBA.,10029.8,0.00111295,0.00197625,0.111815,0,6,12,,0: ,
5096877,Martha Gunpf-Stey,10026.7,0.00441442,0.0064659,0.00785732,0,12,17,,0: ,
3256545,Herr Anthony Stumpf,10016.1,0.00596836,0.00500676,0.132432,0,17,8,,0: ,
5198629,Waltraut Gorlitz,10013.1,0.0086198,0.00149989,0.00786214,0,15,19,,0: ,
3267669,Ing. Jolanta Ruppert,9970.47,0.00646501,0.0024628,0.0844973,1,13,31,,0: ,
4889105,Ottomar Grein Groth,10038,0.00051849,0.00183149,0.165228,0,16,19,,0: ,
2747502,Diether Otto,10011.5,0.00167567,0.00562302,0.08659,0,10,18,,0: ,
7434033,Dipl.-Ing. Evamaria Mülichen B.Eng.,10009.3,0.00172246,0.00510509,0.197617,1,15,37,,0: ,
6730309,Marit Wagner-Rohleder,10002.4,0.00708365,0.00489549,0.116013,1,17,33,,0: ,
2585432,Carlo Biggen B.Eng.,10037.1,0.00370152,0.00866471,0.0409801,1,15,9,,0: ,
3880365,Janina Winkler,10013.4,0.0130078,0.00815494,0.0891467,1,16,5,,0: ,
6847051,Thilo Söding,9978.98,0.000448507,0.00957711,0.125225,1,19,25,,0: ,
5842229,Prof. Ildiko Stahr,10017.1,0.00765741,0.00704343,0.112334,1,7,14,,0: ,
7501604,Sebastiano Birnbaum,9974.47,0.00383567,0.00262389,0.0930113,1,13,10,,0: ,
3735007,Gustav Oderwald,10024.6,0.00170857,0.00785038,0.174548,1,15,27,,0: ,
4530849,Burkhardt Pohl-Eberhardt,9997.86,0.00313892,0.00692039,0.107928,1,11,17,,0: ,
3003746,Chantal Cichorius B.A.,10011.5,0.00311804,0.00918956,0.0958028,0,20,25,,0: ,
3245881,Irena Huhn,10003.7,0.00324492,0.00421172,0.211926,0,14,13,,0: ,
4359876,Rolf Gröttner B.Eng.,9999.6,0.00203675,0.00067105,0.084334,1,14,20,,0: ,
9285538,Ing. Paula Dobes MBA.,9971.06,0.00270845,0.00672013,0.150992,1,16,5,,0: ,
4238917,Herr Ernst-August Wagenknecht,10018.2,0.00170195,0.00806897,0.0167675,1,10,19,,0: ,
7958038,Frau Telse Girschner,10010.7,0.00729058,0.00632886,0.212946,0,13,37,,0: ,
2551018,Herr Ekkehart Ziegert B.A.,9950.9,0.00248059,0.00593136,0.209002,0,16,15,,0: ,
2557787,Samir Tschentscher-Scheuermann,10001.5,0.00169911,0.00273935,0.140633,0,15,17,,0: ,
5279681,Dr. Remo Hamann,9983.47,0.00438302,0.00728849,0.189865,0,13,24,,0: ,
5394352,Chantal Cichorius B.A.,9992.35,0.00250759,0.0070789,0.0706693,0,20,31,,0: ,
6492562,Dipl.-Ing. Bernadette Flantz,9969.47,0.00234516,0.00559644,0.0678958,1,0,28,,0: ,
1551264,Claire Mülichen,10015.3,0.000482618,0.0046455,0.00347882,0,9,17,,0: ,
4651840,Tomislav Boucsein,10020.1,0.00382672,0.00299033,0.0127004,0,18,14,,0: ,
5059153,Branka Jessel,9978.37,0.00234241,0.00615094,0.0650207,1,15,9,,0: ,
9016368,Hermann-Josef Kruschwitz-Hecker,9997.63,0.00153576,0.00402927,0.166328,0,15,8,,0: ,
7615188,Frau Margarethe Täsche,10007.2,0.00459422,0.00633117,0.165283,0,9,10,,0: ,
8123861,Rouven Ackermann,10015.7,0.00493419,0.00683935,0.0695794,1,10,10,,0: ,
8729305,Zbigniew Drewes B.Sc.,10019.7,0.00508647,0.00640387,0.0780722,1,15,16,,0: ,
4747474,Michaela Drewes,10029.2,0.00393793,0.00672331,0.0989166,0,9,25,,0: ,
5941978,Claudius Zorbach,10001.8,0.000994095,0.000876742,0.208255,1,12,21,,0: ,
7086573,Denny Knappe,9997.31,0.00568423,0.00681237,0.113911,1,15,11,,0: ,
4847520,Sükrü Mülichen,9969.6,0.00421335,0.00550672,0.174636,0,22,3,,0: ,
2706326,Jasmin Graf,9998.61,0.00529307,0.00535851,0.056145,0,13,18,,0: ,
9713600,Siegrun Stumpf,10006.3,0.00327007,0.000560636,0.039223,1,15,24,,0: ,
8332710,Mechtild Müller MBA.,9973.97,0.00235975,0.00478436,0.16231,0,11,4,,0: ,
8584392,Leonore Eigenwillig,10008.4,0.00120914,0.00793674,0.0826175,1,15,20,,0: ,
7494418,Univ.Prof. Gotthard Hiller B.Sc.,9977.02,0.00333426,0.0073752,0.102214,1,13,10,,0: ,
6977481,Ernest Tlustek,9995.2,0.0012717,0.000989052,0.13916,1,21,30,,0: ,
1592087,Hans-Otto Dehmel-Martin,10006,0.00328425,0.00606177,0.131458,1,15,20,,0: ,
6964142,Burkhardt Pohl-Eberhardt,9995.71,0.00214261,0.00515748,0.0320152,0,19,25,,0: ,
6603681,Ing. Jolanta Ruppert,10001,0.00932535,0.00141567,0.034542,0,8,3,,0: ,
4718530,Siegrun Stumpf,9973.89,0.000231127,0.0074443,0.0808241,1,12,8,,0: ,
8918066,Edeltraud Jacobi Jäckel,9997.42,0.00923122,0.00336654,0.0967567,0,14,30,,0: ,
2746925,Liesa Säuberlich,10026.3,0.00450185,0.0062376,0.072953,1,23,30,,0: ,
8967204,Margitta Mangold B.Eng.,9959.73,0.0035131,0.00557413,0.0363263,1,17,8,,0: ,
3035274,Friedrich-Wilhelm Rädel,9986.08,0.00972327,0.00752862,0.19811,0,12,8,,0: ,
5857673,Beate Freudenberger,9942.06,0.00539781,0.00197547,0.111007,0,14,26,,0: ,
2323497,Ing. Claus-Dieter Sager,10007.3,0.00158364,0.00492628,0.171074,1,15,13,,0: ,
9629290,Vito Geisel-Heidrich,9996.74,0.00491992,0.00502124,0.0804381,0,15,25,,0: ,
8156950,Univ.Prof. Eckhart Lachmann,10004.7,0.0030406,0.00812286,0.0310857,1,10,38,,0: ,
6200907,Beate Freudenberger,9965.56,0.00281997,0.00944105,0.109598,0,15,22,,0: ,
3914636,Dr. Reinhilde Oderwald,9969.26,0.0025271,0.00585123,0.132058,0,17,29,,0: ,
9410147,Dr. Magnus Walter MBA.,10022.6,0.0023366,0.00520373,0.150964,0,14,14,,0: ,
7247322,Dr. Reinhilde Oderwald,10001,0.00457887,0.00236476,0.116712,0,12,13,,0: ,
4639371,Klaus-Jürgen Röhricht,10003.4,0.00217316,0.00454314,0.130461,0,13,25,,0: ,
2312050,Dr. Markus Röhrdanz,10021,0.00289416,0.00624196,0.0944945,0,18,13,,0: ,
4624015,Johannes Bauer B.Sc.,10014,0.00449359,0.00778421,0.197746,1,13,37,,0: ,
2415760,Stanislaus Seifert,9985.62,0.00501831,0.00614797,0.130746,1,19,20,,0: ,
2587457,Leonore Eigenwillig,10018.6,0.00387519,0.00383295,0.104381,0,14,14,,0: ,
8855183,Mathias Hornig,10033.3,0.00567431,0.00319287,0.133402,1,11,20,,0: ,
2847475,Ignaz Krebs,9965.63,0.00880557,0.00561678,0.111209,1,10,20,,0: ,
7590060,Massimo Hahn,10054.9,0.00270224,0.00656844,0.0862043,0,18,1,,0: ,
8403214,Michaela Drewes,9996.9,0.000333681,0.0061999,0.0918406,0,19,15,,0: ,
2775112,Dipl.-Ing. Natalija Förster,10036.7,0.00191827,0.00736311,0.100637,0,17,18,,0: ,
7289919,Hermann-Josef Kruschwitz-Hecker,9989.04,0.00589765,0.00147192,0.110775,1,15,28,,0: ,
8595050,Selim Butte-Nerger,10004.6,0.00143245,0.000671498,0.0195125,1,8,22,,0: ,
7845471,Rolf Gröttner B.Eng.,9995.96,0.00142586,0.00393539,0.168719,0,14,15,,0: ,
1310097,Dr. Annette Junk,9987.97,0.000560791,0.00547713,0.0596861,1,21,12,,0: ,
6357496,Boris Trubin,9951.93,0.00587728,0.00326529,0.200767,1,21,23,,0: ,
6851648,Emmerich Schottin B.A.,10021.3,0.00965664,0.00296791,0.0620536,0,15,2,,0: ,
8208984,Zlatko Caspar-Mosemann,10017.1,0.000761948,0.00737328,0.122036,0,20,12,,0: ,
8609740,Mareike Trommler B.Eng.,10026.6,0.0107124,0.00874117,0.209088,1,11,12,,0: ,
